transaction_id,customer_id,fecha,tipo,monto,moneda,canal
T-100286,C-1248,25-02-2024 08:31,RETIRO,100252.73,usd,cajero
T-100287,C-206,11-23-2025,dep,988.32,eur,web
T-100288,C-783,2024-03-22 13:36:41,DEPOSITO,3778.42,Dólar,web
T-100289,C-1007,12-06-2025,RETIRO,4395.12,EUR,sucursal
T-100290,C-672,02-05-2024,ret,3286.86,Euro,cajero
T-100291,C-915,2025-05-22 06:31:02,dep,4037.69,mxn,App
T-100292,C-121,03-03-2025,wd,4210.15,eur,sucursal
T-100293,C-46,28/02/2024,RETIRO,696.99,Euro,sucursal
T-100294,C-219,16/12/2025,wd,453.72,Dolar,App
T-100295,C-169,2025-07-15 17:35:38,ret,"-1851,65",MXN,WEB
T-100296,C-1206,11-01-2025,retiro,1315.57,MXN,sucursal
T-100297,C-723,2024-12-12 03:56:50,DEPOSITO,4651.56,eur,sucursal
T-100298,C-1284,28/08/2024,RETIRO,1970.79,eur,sucursal
T-100299,C-1220,12/06/2024,retiro,"1869,76",USD,WEB
T-100300,C-300,2024-04-20 06:14:31,wd,-3818.8,EUR,web
T-100301,C-869,02/06/2025,deposito,3862.36,USD,app
T-100302,C-741,20/09/2025,INGRESO,3928.23,Euro,App
T-100303,C-201,07-01-2024,ret,90.5,eur,App
T-100304,C-302,2024-02-16 21:19:35,ret,4790.36,Peso,web
T-100305,C-1185,19-10-2024 00:19,RETIRO,4100.62,Dolar,App
T-100306,C-68,19/05/2024,deposito,"4087,29",Dólar,App
T-100307,C-875,2024-07-11 05:31:57,ret,4811.85,mxn,web
T-100308,C-380,09-07-2024 02:57,wd,1744.51,Dólar,cajero
T-100309,C-1461,05-26-2025,ret,64888.83,MXN,sucursal
T-100310,C-472,11-12-2024 09:21,retiro,-501.91,Peso,app
T-100311,C-1384,13-03-2025 08:15,ret,92487.94,eur,sucursal
T-100312,C-538,08/11/2024,ret,3937.77,MXN,app
T-100313,C-79,2026-01-16 11:20:34,DEPOSITO,"1492,16",EUR,sucursal
T-100314,C-280,01-25-2025,INGRESO,4959.59,EUR,app
T-100315,C-689,29-02-2024 00:50,dep,1692.95,eur,WEB
T-100316,C-591,05-09-2024,DEPOSITO,3774.43,Dólar,app
T-100317,C-1390,2025-07-16 01:30:39,RETIRO,639.71,usd,App
T-100318,C-260,25-11-2025 13:50,RETIRO,2844.63,Dólar,web
T-100319,C-1192,04-29-2024,RETIRO,2907.61,Euro,WEB
T-100320,C-139,30/12/2024,retiro,2193.35,mxn,web
T-100321,C-525,10-19-2025,ret,1972.05,Dolar,WEB
T-100322,C-1311,03-06-2025,deposito,982.13,Pesos,cajero
T-100323,C-1234,2024-02-10 15:32:31,deposito,2681.27,Dólar,WEB
T-100324,C-1451,12-02-2025 09:46,deposito,-4222.71,Pesos,web
T-100325,C-1488,26-08-2024 20:26,DEPOSITO,1882.26,Pesos,app
T-100326,C-160,07-02-2024,dep,-699.07,Pesos,App
T-100327,C-149,2025-12-13 02:25:45,INGRESO,95315.58,Peso,cajero
T-100328,C-1127,04-15-2024,deposito,4156.13,USD,App
T-100329,C-619,26/09/2025,dep,1554.33,Dolar,sucursal
T-100330,C-204,31/07/2025,dep,2528.85,Peso,app
T-100331,C-771,05-04-2025 23:11,DEPOSITO,4086.48,mxn,web
T-100332,C-963,22/09/2024,ret,"3732,21",MXN,WEB
T-100333,C-147,29-03-2024 09:11,ret,"4851,32",usd,cajero
T-100334,C-1259,2025-05-31 10:13:01,DEPOSITO,180223.73,EUR,sucursal
T-100134,C-732,29/12/2025,dep,583.5,Dolar,sucursal
T-100336,C-1440,08-06-2024 06:12,dep,"3422,68",Pesos,WEB
T-100337,C-1318,04-30-2024,INGRESO,1155.01,eur,app
T-100338,C-188,10-01-2025 00:26,ret,3088.61,USD,sucursal
T-100339,C-119,11-10-2025 19:41,wd,451.99,Dolar,cajero
T-100340,C-301,2024-02-01 19:16:59,INGRESO,4103.5,usd,web
T-100341,C-737,2025-08-27 03:33:06,dep,487.16,Peso,sucursal
T-100342,C-53,31/03/2024,DEPOSITO,154.3,mxn,app
T-100343,C-1025,2024-02-21 12:12:36,dep,"2521,04",EUR,app
T-100344,C-135,05-14-2024,ret,2913.88,Peso,cajero
T-100345,C-1458,28/12/2024,deposito,3237.07,Peso,app
T-100346,C-534,12-13-2025,INGRESO,"963,65",usd,App
T-100347,C-1384,25-05-2025 23:47,dep,182478.08,EUR,App
T-100348,C-499,12-03-2024 11:25,ret,762.37,usd,app
T-100349,C-585,18-05-2024 17:35,dep,2722.13,EUR,sucursal
T-100350,C-967,30/12/2024,INGRESO,3350.25,USD,App
T-100351,C-385,04-03-2024,dep,3243.66,MXN,App
T-100352,C-1003,31-05-2025 03:16,dep,1651.09,eur,web
T-100353,C-960,17-10-2024 02:44,wd,3539.44,Dolar,app
T-100354,C-74,2025-12-27 07:34:47,ret,3913.74,Pesos,App
T-100355,C-1361,09-18-2025,deposito,2763.89,eur,cajero
T-100356,C-933,09-16-2025,wd,-1113.77,Peso,web
T-100357,C-312,18/07/2024,ret,3409.73,Dolar,App
T-100358,C-1303,12-08-2024,deposito,65.63,Euro,WEB
T-100359,C-154,2025-06-02 12:01:17,DEPOSITO,483.2,Peso,web
T-100360,C-1161,04-03-2024,INGRESO,4631.57,Dólar,sucursal
T-100361,C-1200,04-02-2024 21:22,ret,"4928,73",USD,web
T-100362,C-389,2024-09-24 01:36:03,wd,"342,81",USD,app
T-100232,C-547,11-16-2024,RETIRO,4664.17,mxn,app
T-100364,C-629,25/08/2025,wd,"1879,79",Dólar,web
T-100365,C-314,15/09/2025,deposito,"2090,19",eur,web
T-100366,C-735,11-03-2024 06:08,wd,4142.55,mxn,sucursal
T-100367,C-1337,16/03/2024,wd,1478.19,mxn,sucursal
T-100368,C-668,04-12-2025 10:51,deposito,4468.32,USD,App
T-100143,C-1367,26/08/2024,deposito,283.26,Dólar,web
T-100370,C-1253,04-29-2024,RETIRO,3183.19,Euro,App
T-100371,C-50,29-08-2025 21:59,INGRESO,3836.73,usd,App
T-100372,C-1381,24-08-2025 08:07,INGRESO,98669.84,USD,sucursal
T-100373,C-196,14-04-2025 15:17,dep,3401.25,Dólar,app
T-100374,C-833,08-11-2025,ret,2191.64,Euro,WEB
T-100375,C-1162,17-10-2025 20:09,INGRESO,2755.4,mxn,cajero
T-100376,C-1372,10-13-2025,RETIRO,1120.65,usd,web
T-100377,C-716,08/08/2024,wd,-4050.54,eur,cajero
T-100378,C-978,01/12/2024,deposito,185174.09,mxn,app
T-100379,C-775,2026-01-17 00:55:03,retiro,668.38,MXN,app
T-100380,C-882,23-10-2024 13:13,retiro,4819.05,EUR,WEB
T-100381,C-631,30-04-2025 06:23,deposito,133254.83,eur,web
T-100382,C-1272,08/10/2025,DEPOSITO,3839.5,EUR,app
T-100383,C-317,30/10/2025,RETIRO,2515.08,Euro,App
T-100384,C-14,13-04-2025 03:32,wd,4197.13,MXN,sucursal
T-100385,C-865,10/10/2024,INGRESO,4953.06,MXN,app
T-100386,C-1224,2025-06-16 02:54:48,ret,1666.76,EUR,App
T-100387,C-331,31-01-2024 07:42,INGRESO,4507.18,mxn,sucursal
T-100388,C-73,2024-10-10 23:38:19,ret,1134.6,Dólar,App
T-100389,C-1377,08-05-2025,deposito,3267.55,USD,App
T-100390,C-1445,2025-05-15 06:02:59,retiro,180763.56,usd,sucursal
T-100391,C-1161,27-03-2024 06:36,dep,3316.35,Pesos,sucursal
T-100392,C-1380,2025-07-07 14:07:07,INGRESO,3512.32,mxn,cajero
T-100393,C-1232,2025-04-18 12:29:26,DEPOSITO,"764,63",mxn,App
