order_id,order_date,customer_id,country,payment_method,amount,discount_code
O-100251,28-May-2024,C-859,MX,pp,cupón
O-100088,11-26-2024,C-382,ar,debito,
O-100253,2024-12-02,C-975,Estados Unidos,efectivo,DESC10
O-100254,14/04/2025,C-844,us,paypal,cupón
O-100255,24-Jan-2025,C-471,méxico,card,
O-100256,26-May-2024,C-38,MX,TD,DESC10
O-100257,01/03/2024,C-848,españa,paypal,NULL
O-100258,2025-02-13,C-776,México,paypal,
O-100259,2025-08-07,C-154,ES,pp,NULL
O-100260,04-Dec-2025,C-11,ar,card,DESC10
O-100261,01/10/2025,C-224,us,card,
O-100262,2024-09-04,C-42,US,TD,DESC10
O-100263,20-Oct-2025,C-680,MX,pp,NULL
O-100195,01-02-2025,C-269,MX,pp,
O-100265,08-20-2024,C-368,argentina,paypal,cupón
O-100266,03/04/2024,C-302,Estados Unidos,debito,
O-100267,15-Dec-2024,C-560,US,paypal,BLACKFRIDAY
O-100268,28-Feb-2025,C-150,estados unidos,paypal,NULL
O-100269,2024-08-18,C-794,ES,cash,BLACKFRIDAY
O-100270,06-17-2024,C-151,Argentina,TC,BLACKFRIDAY
O-100271,14-Dec-2025,C-325,MX,TC,
O-100198,16/03/2024,C-512,españa,tarjeta,NULL
O-100273,13-Dec-2025,C-806,AR,efectivo,
O-100274,2024-11-19,C-537,es,efectivo,WELCOME
O-100275,2025-08-27,C-504,us,pp,NULL
O-100236,17-Apr-2024,C-430,AR,debit,NULL
O-100277,18-Mar-2025,C-418,AR,TC,
O-100278,05-Aug-2025,C-650,ar,efectivo,DESC10
O-100279,2024-12-10,C-320,argentina,paypal,NULL
O-100280,10-13-2024,C-558,ar,debito,
O-100281,21/01/2025,C-134,méxico,cash,
O-100282,17/06/2024,C-266,ES,tarjeta crédito,
O-100283,2024-06-29,C-937,México,pp,NULL
O-100284,21/07/2024,C-730,México,cash,BLACKFRIDAY
O-100285,02-23-2024,C-939,Estados Unidos,cash,
O-100286,22/11/2025,C-219,México,paypal,
O-100287,20/03/2024,C-199,US,pp,WELCOME
O-100288,04-Dec-2025,C-468,argentina,debit,
O-100289,2024-02-04,C-893,ar,debit,cupón
O-100290,2025-05-20,C-476,ar,card,
O-100291,2025-03-01,C-315,es,tarjeta crédito,
O-100292,02-26-2024,C-336,méxico,pp,BLACKFRIDAY
O-100293,15/12/2025,C-145,MX,TC,NULL
O-100294,07-14-2025,C-827,México,paypal,
O-100295,30-Oct-2025,C-401,ar,pp,NULL
O-100296,10/12/2024,C-949,México,TD,
O-100297,27-Aug-2024,C-914,mx,tarjeta,NULL
O-100298,2024-06-10,C-797,españa,debit,DESC10
O-100299,18-Apr-2024,C-969,es,debito,
O-100300,2025-05-31,C-196,MX,efectivo,DESC10
O-100301,18/09/2025,C-407,MX,card,WELCOME
O-100302,06-29-2024,C-316,es,paypal,
O-100303,2024-02-14,C-840,mx,efectivo,NULL
O-100304,2024-10-17,C-565,Argentina,debit,
O-100305,17-May-2024,C-35,argentina,pp,WELCOME
O-100306,2024-07-09,C-541,España,card,
O-100307,07-07-2024,C-444,US,debit,NULL
O-100308,2025-05-25,C-218,es,paypal,
O-100309,12-09-2024,C-57,US,credito,cupón
O-100310,11-Mar-2025,C-735,us,credito,
O-100311,11-07-2024,C-744,España,card,
O-100312,01-15-2026,C-80,Argentina,cash,
O-100313,24-Jan-2025,C-1,España,efectivo,
O-100314,27/02/2024,C-467,us,tarjeta crédito,
O-100315,05-07-2024,C-544,ES,efectivo,
O-100267,07-14-2025,C-980,mx,TC,cupón
O-100317,11-24-2025,C-836,MX,TD,cupón
O-100318,04-28-2024,C-4,US,debit,cupón
O-100220,28/12/2024,C-266,AR,debito,
O-100320,2025-10-18,C-168,méxico,efectivo,BLACKFRIDAY
O-100321,2025-03-05,C-3,AR,efectivo,NULL
O-100322,02-08-2024,C-560,Estados Unidos,tarjeta,
O-100323,10-Feb-2025,C-603,Estados Unidos,tarjeta crédito,NULL
O-100324,2024-08-25,C-503,México,debit,
O-100325,30-Jun-2024,C-794,es,cash,
O-100326,12-11-2025,C-269,Argentina,paypal,
O-100327,2024-04-13,C-639,us,debito,DESC10
O-100151,2025-09-24,C-409,estados unidos,debit,WELCOME
O-100329,2025-07-30,C-163,ES,paypal,
O-100330,04-Apr-2025,C-296,España,pp,DESC10
O-100331,20/09/2024,C-519,Estados Unidos,TD,
O-100332,03-27-2024,C-643,AR,pp,BLACKFRIDAY
O-100333,05-29-2025,C-649,us,TD,BLACKFRIDAY
O-100334,28/12/2025,C-783,españa,efectivo,WELCOME
O-100335,2024-06-06,C-722,es,debito,BLACKFRIDAY
O-100336,28/04/2024,C-732,Argentina,tarjeta,NULL
O-100337,08/01/2025,C-426,mx,credito,
O-100338,10-10-2025,C-219,es,efectivo,
O-100339,30-Jan-2024,C-989,Argentina,pp,
O-100029,25-Aug-2025,C-308,españa,TD,BLACKFRIDAY
O-100341,30/03/2024,C-170,españa,debito,
O-100342,19-Feb-2024,C-444,Estados Unidos,efectivo,DESC10
O-100343,13/05/2024,C-980,es,paypal,NULL
O-100344,12-26-2024,C-652,Argentina,debito,
O-100345,2025-12-11,C-303,MX,debito,BLACKFRIDAY
O-100346,05-24-2025,C-389,méxico,paypal,
O-100347,10-Mar-2024,C-466,Argentina,pp,cupón
O-100348,05-16-2024,C-655,méxico,debito,
O-100349,2024-12-29,C-945,MX,pp,WELCOME
O-100350,02/04/2024,C-594,US,cash,NULL
O-100351,05-29-2025,C-766,argentina,credito,
O-100341,10-15-2024,C-389,ar,efectivo,
O-100353,25/12/2025,C-473,Argentina,efectivo,
O-100354,09-17-2025,C-604,ES,debito,NULL
O-100355,2025-09-15,C-940,España,credito,
O-100356,07-16-2024,C-970,ar,tarjeta,cupón
O-100357,2024-12-07,C-583,España,pp,DESC10
O-100358,31/05/2025,C-524,México,cash,DESC10
O-100359,01/04/2024,C-908,AR,cash,cupón
O-100360,02-Feb-2024,C-797,méxico,pp,cupón
O-100361,09-22-2024,C-810,méxico,debito,NULL
O-100271,14-Nov-2024,C-341,MX,debito,WELCOME
O-100363,08-24-2025,C-168,argentina,paypal,NULL
O-100364,13/09/2025,C-127,US,credito,NULL
O-100365,2024-03-09,C-537,México,card,
O-100366,03-14-2024,C-864,mx,TC,
O-100367,03-Dec-2025,C-897,argentina,tarjeta crédito,BLACKFRIDAY
O-100368,24/08/2024,C-106,México,TD,
O-100369,04-27-2024,C-7,españa,paypal,BLACKFRIDAY
O-100370,28/08/2025,C-433,Estados Unidos,paypal,
O-100371,2025-08-22,C-807,ar,pp,
O-100372,13/04/2025,C-755,España,paypal,
O-100373,2025-08-09,C-71,ar,paypal,
O-100374,16/10/2025,C-203,Argentina,TD,WELCOME
O-100375,2025-10-11,C-358,us,efectivo,NULL
O-100376,08-06-2024,C-80,argentina,tarjeta,cupón
O-100377,29/11/2024,C-409,us,debito,
O-100378,15-Jan-2026,C-326,US,debit,
O-100173,21-Oct-2024,C-704,AR,debito,DESC10
O-100380,28-Apr-2025,C-501,argentina,efectivo,
O-100381,06/10/2025,C-868,estados unidos,paypal,
O-100382,28-Oct-2025,C-940,AR,paypal,
O-100383,11/04/2025,C-874,Estados Unidos,debit,
O-100384,08-Oct-2024,C-146,mx,debito,
O-100385,2025-06-14,C-873,argentina,cash,DESC10
O-100386,29-Jan-2024,C-765,AR,credito,
O-100387,09/10/2024,C-851,argentina,paypal,NULL
O-100388,2025-08-03,C-42,ar,efectivo,DESC10
O-100389,13-May-2025,C-488,es,TC,cupón
O-100390,25/03/2024,C-295,Estados Unidos,TC,DESC10
O-100391,07-06-2025,C-72,Argentina,debito,BLACKFRIDAY
O-100392,2025-04-16,C-22,ES,card,
O-100393,17/12/2024,C-646,mx,cash,
O-100394,12-Apr-2024,C-824,us,tarjeta crédito,
O-100395,2025-04-06,C-355,Argentina,TC,NULL
O-100396,07-25-2025,C-503,us,card,
O-100397,20/06/2024,C-9,México,debit,
O-100398,05-05-2025,C-793,México,debito,
O-100399,2024-03-18,C-504,es,card,
O-100400,06-25-2024,C-34,Argentina,TD,WELCOME
O-100401,14/10/2024,C-662,España,TD,
O-100402,17/08/2025,C-584,argentina,paypal,NULL
O-100403,08-21-2024,C-989,españa,efectivo,
O-100404,2025-11-07,C-615,estados unidos,TD,
O-100405,14/01/2026,C-762,ar,TD,cupón
O-100406,2024-05-25,C-880,Argentina,pp,NULL
O-100407,2024-02-15,C-485,mx,debit,
O-100408,07-12-2025,C-779,Argentina,debito,
O-100409,08-07-2025,C-879,AR,cash,NULL
O-100410,2025-11-15,C-934,ar,TD,DESC10
O-100411,2025-06-01,C-723,mx,tarjeta crédito,
O-100011,19/08/2025,C-858,AR,paypal,DESC10
O-100413,20-Oct-2024,C-21,mx,card,WELCOME
O-100414,09/04/2024,C-606,mx,credito,
O-100415,26-Jan-2026,C-622,ES,debit,WELCOME
O-100416,2025-04-13,C-401,España,efectivo,BLACKFRIDAY
O-100417,11-Aug-2024,C-134,Estados Unidos,debit,
O-100418,2025-11-09,C-662,argentina,card,NULL
O-100073,2024-03-20,C-926,Estados Unidos,TD,
O-100420,08-Mar-2024,C-467,MX,credito,
O-100421,2024-07-31,C-537,Argentina,cash,WELCOME
O-100422,05-01-2024,C-187,méxico,paypal,
O-100013,2024-11-22,C-816,méxico,card,NULL
O-100424,25/04/2025,C-742,us,paypal,
O-100425,02-09-2025,C-18,españa,TD,DESC10
O-100426,03-06-2025,C-512,MX,pp,cupón
O-100427,04-23-2024,C-210,es,pp,
O-100428,21/02/2025,C-499,mx,cash,NULL
O-100429,08-Jan-2026,C-607,ar,TC,
O-100430,2024-09-24,C-707,estados unidos,debito,
O-100431,2025-09-02,C-15,Estados Unidos,TC,NULL
O-100432,2025-05-07,C-963,ar,pp,
O-100433,06-Aug-2025,C-716,us,cash,
O-100434,21-May-2025,C-969,us,efectivo,
O-100435,12-13-2024,C-251,Argentina,debito,BLACKFRIDAY
O-100436,16/07/2024,C-863,MX,TC,
O-100437,04-04-2024,C-815,ES,tarjeta,DESC10
O-100438,2024-04-18,C-910,ar,debito,cupón
O-100439,09-Apr-2024,C-60,ar,cash,
O-100440,09/08/2025,C-693,us,cash,
O-100441,2025-09-30,C-136,ar,pp,NULL
O-100442,2025-09-15,C-237,España,tarjeta crédito,
O-100443,03-Nov-2025,C-411,argentina,cash,cupón
O-100444,15-Oct-2024,C-387,mx,debito,BLACKFRIDAY
O-100445,02/06/2025,C-958,España,efectivo,BLACKFRIDAY
O-100446,17/09/2025,C-917,España,pp,
O-100447,2024-05-02,C-952,mx,credito,DESC10
O-100448,27-Jan-2024,C-239,MX,tarjeta,WELCOME
O-100449,28/06/2024,C-336,ar,debito,
O-100450,26-Nov-2025,C-875,MX,debito,
O-100451,08/09/2025,C-923,us,debito,
O-100452,30/04/2024,C-661,Estados Unidos,TD,BLACKFRIDAY
O-100407,07-Oct-2025,C-402,España,debit,
O-100454,02-Jun-2024,C-482,mx,debit,
O-100455,08/08/2024,C-897,España,tarjeta crédito,
O-100456,05-28-2024,C-660,MX,cash,
O-100181,11-03-2025,C-225,Argentina,cash,
O-100458,23/09/2025,C-824,estados unidos,cash,DESC10
O-100459,14/03/2024,C-878,us,TD,BLACKFRIDAY
O-100355,2024-02-13,C-301,argentina,debito,
O-100461,2025-08-27,C-757,Argentina,card,WELCOME
O-100462,09/11/2024,C-731,Estados Unidos,credito,
O-100463,2025-03-17,C-949,US,pp,
O-100464,07-May-2025,C-341,Estados Unidos,cash,
O-100465,27-Feb-2025,C-739,AR,credito,
O-100466,12/06/2024,C-871,méxico,efectivo,
O-100467,2024-09-09,C-756,ar,cash,
O-100468,04-07-2025,C-487,ES,efectivo,
O-100469,22/08/2025,C-408,méxico,cash,NULL
O-100470,2024-09-30,C-947,mx,tarjeta,
O-100471,12-Feb-2024,C-808,ar,cash,
O-100472,12/05/2024,C-334,MX,pp,WELCOME
O-100473,2024-08-22,C-503,us,debito,DESC10
O-100474,29-Dec-2025,C-526,US,TD,BLACKFRIDAY
O-100475,04-Dec-2024,C-587,méxico,TD,cupón
O-100476,2025-01-24,C-212,us,tarjeta,cupón
O-100477,01/12/2024,C-609,Estados Unidos,cash,
O-100478,21-Oct-2025,C-477,mx,TD,
O-100479,03-Sep-2025,C-44,ES,TC,WELCOME
O-100480,2024-05-18,C-518,españa,credito,DESC10
O-100481,27/05/2025,C-742,México,efectivo,NULL
O-100482,2025-03-03,C-783,España,paypal,WELCOME
O-100483,11-13-2025,C-166,Estados Unidos,debito,
O-100484,12-Mar-2024,C-28,estados unidos,TC,NULL
O-100485,24-Mar-2025,C-504,ES,paypal,DESC10
O-100486,13/06/2024,C-68,españa,tarjeta,NULL
O-100487,2025-03-18,C-89,México,TD,WELCOME
O-100488,15/09/2025,C-89,México,card,DESC10
O-100489,09/12/2024,C-406,ES,tarjeta crédito,
O-100490,20/02/2025,C-345,Estados Unidos,paypal,
O-100491,10-19-2024,C-675,ES,card,NULL
O-100492,2025-12-17,C-387,US,credito,WELCOME
O-100493,2025-10-18,C-112,US,pp,
O-100494,01-Apr-2024,C-87,argentina,credito,DESC10
O-100495,02-27-2024,C-475,ES,tarjeta,BLACKFRIDAY
O-100496,21-Feb-2025,C-774,estados unidos,cash,BLACKFRIDAY
O-100497,2024-09-10,C-730,us,efectivo,
O-100498,18-Feb-2024,C-80,us,tarjeta crédito,BLACKFRIDAY
O-100499,2025-06-03,C-345,ar,pp,NULL
O-100500,20-May-2024,C-852,MX,debit,
O-100501,11-May-2025,C-386,argentina,paypal,
O-100502,2024-04-08,C-140,estados unidos,TD,
O-100503,07-01-2025,C-629,US,efectivo,NULL
O-100504,30/09/2025,C-98,méxico,TD,NULL
O-100505,08-31-2025,C-415,MX,debito,
O-100506,2025-11-02,C-191,es,paypal,cupón
O-100507,20-Apr-2025,C-472,ES,card,
O-100508,26/09/2024,C-594,españa,efectivo,WELCOME
O-100387,08-Jun-2024,C-789,es,paypal,NULL
O-100510,21-May-2025,C-907,us,pp,NULL
O-100511,08/01/2026,C-619,argentina,debito,
O-100047,22/05/2025,C-608,argentina,credito,
O-100513,2024-04-11,C-680,españa,cash,
O-100514,02-27-2024,C-388,mx,TC,
