timestamp,device_id,temperatura_c,vibracion_ms2,estado,linea_produccion
2026-01-05T06:54:54,SENSOR-013,"57,34",46.833,NORMAL,a
2026-01-14T09:05:47,SENSOR-043,42.92,1.156,NORMAL,b
2026-01-20T03:19:45,SENSOR-004,38.04,15.764,NORMAL,Linea A
2026-01-25T16:18:55,SENSOR-032,48.75,11.553,NORMAL,c
2026-01-17T14:15:41,SENSOR-013,34.28,0.563,OK,línea B
2026-01-28 04:27:57,SENSOR-040,64.49,1.332,ok,a
2026-01-27T07:49:51,SENSOR-046,76.11,1.009,OK,Linea B
2026-01-17T07:46:05,SENSOR-002,43.38,2.392,NORMAL,Linea B
2026-01-05 09:51:13,SENSOR-023,,1.41,OK,Linea A
12/01/2026 22:31,SENSOR-025,38.21,3.634,ok,línea C
03/01/2026 17:44,SENSOR-037,73.4,2.221,ok,b
2026-01-28 04:09:04,SENSOR-039,69.33,0.0,NORMAL,línea B
2026-01-11 17:47:53,SENSOR-002,69.19,3.872,warning,c
20/01/2026 23:10,SENSOR-036,45.99,0.0,0,A
30/12/2025 18:17,SENSOR-042,30.08,0.0,NORMAL,línea C
2026-01-02 10:45:43,SENSOR-010,48.54,4.557,0,a
2026-01-04 05:31:44,SENSOR-005,52.73,3.227,NORMAL,c
2026-01-06 02:30:21,SENSOR-003,53.42,17.656,ok,línea C
2026-01-08 23:25:57,SENSOR-005,123.11,2.246,OK,B
2026-01-06T13:54:52,SENSOR-050,61.07,3.865,1,línea C
2026-01-11T10:59:54,SENSOR-020,43.18,3.853,NORMAL,Linea B
2026-01-11T00:52:56,SENSOR-005,32.94,1.867,ok,Linea A
2026-01-08 23:25:57,SENSOR-005,123.11,2.246,OK,B
2026-01-01T16:49:55,SENSOR-009,48.95,1.955,OK,a
2025-12-31 07:29:11,SENSOR-016,52.41,2.047,FAIL,Linea C
2026-01-09T01:45:09,SENSOR-012,48.29,3.649,OK,línea A
01/01/2026 02:27,SENSOR-046,52.37,2.067,OK,Linea A
11/01/2026 10:32,SENSOR-016,"38,55",1.165,ok,c
2025-12-29T16:23:20,SENSOR-031,61.87,2.361,0,C
2026-01-14T11:57:06,SENSOR-035,55.57,0.517,ERROR,a
31/12/2025 15:20,SENSOR-024,193.83,1.628,1,línea A
19/01/2026 06:26,SENSOR-030,33.96,3.934,OK,línea A
2026-01-10T13:17:15,SENSOR-034,25.58,4.814,ok,a
2026-01-27T23:46:32,SENSOR-045,39.29,5.919,OK,línea B
2026-01-06T07:35:13,SENSOR-030,31.95,4.947,1,Linea C
2026-01-12T14:34:57,SENSOR-037,25.54,2.328,NORMAL,línea A
20/01/2026 23:01,SENSOR-020,66.69,35.132,OK,C
2026-01-08 10:55:10,SENSOR-031,19.14,4.79,1,a
2026-01-08T21:10:57,SENSOR-019,42.37,1.31,FAIL,línea C
2026-01-17T14:41:49,SENSOR-003,71.44,1.155,ok,c
27/01/2026 12:35,SENSOR-009,40.58,2.148,NORMAL,A
2026-01-24 22:45:07,SENSOR-046,48.97,3.872,ok,b
2025-12-30 14:06:44,SENSOR-047,56.52,0.532,OK,b
2026-01-11 00:17:56,SENSOR-028,146.57,1.048,ok,a
2026-01-19T22:38:54,SENSOR-036,"165,95",15.975,1,línea A
2026-01-18 18:43:32,SENSOR-045,,1.141,0,C
2026-01-09 13:48:38,SENSOR-019,52.47,3.089,NORMAL,Linea C
2026-01-05 11:43:55,SENSOR-050,57.16,45.053,OK,Linea A
31/12/2025 18:50,SENSOR-003,66.55,3.791,2,a
2026-01-24T18:38:21,SENSOR-036,44.02,1.175,ok,Linea A
2025-12-31T03:39:46,SENSOR-048,"57,15",2.232,0,línea C
2026-01-14T00:02:10,SENSOR-037,109.37,0.0,2,a
14/01/2026 13:42,SENSOR-044,36.38,4.189,warning,C
02/01/2026 19:37,SENSOR-038,56.41,2.437,WARN,Linea B
2026-01-18T01:59:45,SENSOR-005,"44,66",0.454,NORMAL,C
25/01/2026 21:22,SENSOR-035,59.33,14.752,NORMAL,A
21/01/2026 16:48,SENSOR-040,79.09,1.067,0,Linea C
2026-01-10T02:53:30,SENSOR-024,"193,91",3.188,0,b
2026-01-02T05:07:00,SENSOR-047,50.99,2.85,0,línea C
2026-01-27T16:01:27,SENSOR-028,66.68,3.119,NORMAL,c
13/01/2026 22:19,SENSOR-005,31.48,0.808,0,C
2026-01-17 07:43:58,SENSOR-023,31.09,0.368,ok,c
2026-01-22T11:33:51,SENSOR-011,"60,49",0.0,FAIL,Linea A
2026-01-10 00:34:20,SENSOR-031,43.97,4.64,WARN,B
2025-12-31 06:57:18,SENSOR-002,58.79,3.795,NORMAL,B
2026-01-02T11:42:22,SENSOR-011,46.41,2.635,WARN,B
2026-01-18T11:48:24,SENSOR-030,79.08,4.812,NORMAL,b
2026-01-08 21:44:36,SENSOR-023,28.39,3.745,0,Linea C
2026-01-24T13:24:02,SENSOR-005,74.42,3.635,0,Linea B
20/01/2026 15:09,SENSOR-015,43.48,1.265,ok,Linea C
2026-01-27T20:32:28,SENSOR-028,51.27,7.884,0,línea A
2026-01-18 11:36:08,SENSOR-018,32.41,0.846,0,b
07/01/2026 12:50,SENSOR-020,102.71,3.83,OK,A
2026-01-22 03:47:24,SENSOR-050,45.87,4.55,OK,B
2026-01-03T20:52:47,SENSOR-049,59.49,4.695,NORMAL,Linea C
2025-12-30T06:45:14,SENSOR-018,44.59,1.411,NORMAL,B
14/01/2026 02:06,SENSOR-027,43.84,3.124,NORMAL,Linea B
2026-01-24T13:41:44,SENSOR-041,44.65,3.623,0,C
13/01/2026 21:09,SENSOR-003,26.68,3.607,ok,C
20/01/2026 15:09,SENSOR-015,43.48,1.265,ok,Linea C
2026-01-02T12:46:56,SENSOR-008,57.55,4.23,Alerta,Linea C
2026-01-13T10:02:47,SENSOR-045,55.99,1.747,OK,Linea C
2026-01-14T19:24:16,SENSOR-031,73.87,1.705,OK,Linea B
2026-01-09T11:39:19,SENSOR-024,26.7,0.0,2,línea A
2026-01-25T05:27:49,SENSOR-033,,0.0,NORMAL,Linea C
08/01/2026 15:25,SENSOR-035,,1.926,0,Linea C
2026-01-06T14:17:09,SENSOR-025,66.37,3.705,0,línea A
2026-01-13 15:08:43,SENSOR-020,56.57,0.0,0,B
2026-01-04T12:07:51,SENSOR-049,,2.104,OK,línea C
2026-01-08T02:08:22,SENSOR-018,32.39,0.507,OK,línea A
2026-01-10T08:54:27,SENSOR-008,57.88,19.834,0,línea C
2026-01-26 14:02:26,SENSOR-017,30.58,3.047,ERROR,Linea A
2025-12-31T20:04:07,SENSOR-007,"20,35",2.499,ok,línea B
2026-01-04T07:48:59,SENSOR-019,28.88,2.482,NORMAL,línea A
2026-01-04T10:09:52,SENSOR-024,29.08,0.715,NORMAL,línea C
28/01/2026 06:17,SENSOR-034,40.82,1.734,0,A
23/01/2026 13:52,SENSOR-036,49.48,2.014,OK,Linea C
2026-01-25T03:17:26,SENSOR-007,"75,55",3.788,OK,Linea B
2026-01-04 06:22:21,SENSOR-024,"34,55",6.66,ok,C
2026-01-15 09:09:16,SENSOR-013,41.14,1.154,NORMAL,línea B
2025-12-31 23:10:49,SENSOR-019,38.08,3.216,NORMAL,línea C
2026-01-07 22:54:07,SENSOR-028,47.05,2.517,0,Linea B
08/01/2026 15:22,SENSOR-024,57.58,4.766,warning,línea A
2026-01-14T12:58:21,SENSOR-016,43.74,2.534,NORMAL,línea B
2026-01-26T07:39:28,SENSOR-007,71.17,1.209,OK,c
2026-01-22T16:26:08,SENSOR-027,71.39,2.744,0,Linea A
2026-01-14T10:22:13,SENSOR-022,"42,79",1.452,OK,Linea C
2026-01-22 00:25:09,SENSOR-010,31.07,0.0,0,a
2026-01-12T22:23:31,SENSOR-046,"67,01",4.768,fail,línea C
2026-01-20 07:43:42,SENSOR-029,41.43,4.988,NORMAL,c
2026-01-21T17:57:55,SENSOR-049,77.62,46.257,1,C
06/01/2026 03:08,SENSOR-039,"28,47",3.355,NORMAL,b
2026-01-23 09:41:28,SENSOR-021,"40,63",40.28,OK,b
15/01/2026 18:42,SENSOR-009,46.1,1.113,NORMAL,C
13/01/2026 00:31,SENSOR-046,48.61,0.147,NORMAL,c
10/01/2026 06:58,SENSOR-018,35.02,3.224,0,A
2026-01-05 03:34:46,SENSOR-046,"89,48",47.324,0,b
2026-01-13T10:38:49,SENSOR-009,51.99,4.413,ok,a
2026-01-02 04:45:17,SENSOR-040,5.99,1.522,NORMAL,C
2026-01-17 10:46:06,SENSOR-017,,4.453,ok,C
25/01/2026 09:11,SENSOR-050,30.96,3.552,WARN,b
2026-01-22T03:08:13,SENSOR-010,33.21,1.542,0,B
16/01/2026 16:36,SENSOR-011,76.92,3.914,warning,B
2026-01-13T05:51:47,SENSOR-010,51.45,2.371,ok,línea A
19/01/2026 07:26,SENSOR-005,34.38,0.745,NORMAL,a
2026-01-02 02:28:33,SENSOR-027,41.33,0.961,ok,A
2025-12-31 00:07:42,SENSOR-033,36.95,2.151,FAIL,A
2026-01-24T06:27:39,SENSOR-032,65.58,0.362,ok,línea B
09/01/2026 06:36,SENSOR-048,25.65,4.708,Alerta,Linea B
2026-01-18 11:42:01,SENSOR-045,70.97,3.297,OK,A
2026-01-11T00:45:24,SENSOR-025,45.21,0.472,0,Linea A
2026-01-09 04:44:04,SENSOR-038,"51,94",2.44,ok,B
2026-01-21 13:09:51,SENSOR-049,"39,89",0.0,Alerta,línea B
08/01/2026 17:29,SENSOR-033,35.16,4.199,0,línea B
2026-01-21T01:21:56,SENSOR-021,42.59,4.192,OK,Linea A
23/01/2026 01:25,SENSOR-031,72.39,2.71,ok,a
2026-01-03T20:15:42,SENSOR-001,70.62,1.626,ok,Linea C
2026-01-27T18:08:51,SENSOR-050,75.72,4.529,0,c
2025-12-31T06:43:00,SENSOR-044,40.34,3.915,OK,línea A
10/01/2026 21:17,SENSOR-043,41.72,0.464,ok,C
2025-12-31 15:01:39,SENSOR-039,48.12,1.023,0,línea C
13/01/2026 10:22,SENSOR-015,46.89,2.2,ok,a
23/01/2026 06:56,SENSOR-002,55.64,4.928,0,A
03/01/2026 16:32,SENSOR-043,36.62,4.589,WARN,c
2026-01-15T04:44:36,SENSOR-044,73.0,0.283,OK,C
09/01/2026 11:18,SENSOR-045,28.76,0.499,NORMAL,A
26/01/2026 01:22,SENSOR-008,25.88,2.272,NORMAL,B
2026-01-02 02:43:01,SENSOR-046,48.38,1.69,0,b
06/01/2026 09:32,SENSOR-009,25.89,0.167,NORMAL,línea A
23/01/2026 00:31,SENSOR-004,64.14,4.645,ok,Linea A
08/01/2026 01:59,SENSOR-030,77.19,2.686,NORMAL,línea B
2026-01-26T18:10:50,SENSOR-039,33.71,2.325,0,Linea C
2025-12-30 23:44:47,SENSOR-003,31.45,3.838,ok,Linea B
10/01/2026 01:27,SENSOR-016,79.78,2.497,OK,a
01/01/2026 15:56,SENSOR-039,"50,6",1.973,NORMAL,Linea A
2026-01-15T15:27:00,SENSOR-011,50.58,0.172,Alerta,Linea B
2026-01-27 07:11:28,SENSOR-015,35.87,36.971,0,A
08/01/2026 04:16,SENSOR-034,64.82,4.796,NORMAL,línea B
2026-01-17 19:31:48,SENSOR-044,62.1,3.337,ok,línea A
2026-01-06 09:14:59,SENSOR-050,36.03,4.547,ok,línea A
11/01/2026 14:53,SENSOR-045,63.9,3.895,OK,línea C
2026-01-15 13:43:12,SENSOR-049,39.16,41.805,NORMAL,B
2026-01-05 21:02:57,SENSOR-039,44.46,1.45,ok,Linea C
19/01/2026 03:19,SENSOR-007,"40,52",1.49,ok,Linea C
2026-01-13T10:58:31,SENSOR-008,37.43,3.652,ok,b
25/01/2026 13:40,SENSOR-012,34.47,10.504,NORMAL,C
2026-01-06T16:01:25,SENSOR-030,66.22,5.224,OK,B
2026-01-08T02:08:22,SENSOR-018,32.39,0.507,OK,línea A
2026-01-27 01:23:13,SENSOR-019,55.56,2.864,NORMAL,B
03/01/2026 21:38,SENSOR-014,49.43,2.324,OK,A
2025-12-30 00:33:42,SENSOR-003,45.48,1.178,0,línea A
2026-01-18T05:32:20,SENSOR-044,35.61,2.006,2,Linea C
2026-01-20 10:53:02,SENSOR-047,45.72,3.771,Alerta,B
2026-01-12T18:06:47,SENSOR-049,25.82,16.163,ok,B
2025-12-30 16:34:44,SENSOR-021,"29,1",3.293,0,línea B
2026-01-28T08:56:53,SENSOR-016,168.49,2.909,WARN,c
2026-01-02T15:48:32,SENSOR-011,44.24,0.836,NORMAL,B
2026-01-24 13:01:41,SENSOR-029,28.57,0.152,0,C
25/01/2026 03:42,SENSOR-035,71.31,1.239,0,A
2026-01-05 01:26:31,SENSOR-035,73.32,2.575,WARN,línea A
2026-01-24 08:17:39,SENSOR-046,77.15,2.533,ok,línea A
2026-01-12 08:02:39,SENSOR-019,39.42,30.281,NORMAL,línea A
2026-01-25 09:24:27,SENSOR-022,52.41,4.496,warning,B
2026-01-25 00:58:30,SENSOR-016,36.87,1.375,ok,C
2026-01-21 16:02:08,SENSOR-020,52.84,34.774,ok,línea A
07/01/2026 01:44,SENSOR-041,65.47,3.636,0,Linea A
2026-01-15 19:51:01,SENSOR-044,43.77,16.843,ok,C
2026-01-27T20:38:14,SENSOR-035,101.53,1.651,OK,b
2026-01-08T01:01:25,SENSOR-040,30.55,2.221,WARN,línea B
10/01/2026 00:32,SENSOR-046,87.34,1.589,Alerta,a
2026-01-19T01:09:38,SENSOR-035,44.51,48.197,OK,Linea B
2026-01-18T11:26:24,SENSOR-017,71.45,4.64,OK,c
2025-12-31 07:12:21,SENSOR-039,82.12,3.865,2,línea B
2026-01-06T00:08:44,SENSOR-033,16.51,4.659,NORMAL,línea B
2026-01-03T11:14:58,SENSOR-007,73.28,1.263,NORMAL,línea C
2026-01-10T21:34:08,SENSOR-030,63.44,2.289,NORMAL,línea C
2026-01-11T03:55:29,SENSOR-021,70.31,3.959,NORMAL,Linea C
2026-01-16T15:39:25,SENSOR-019,55.42,3.63,NORMAL,b
2026-01-13 07:30:40,SENSOR-025,38.61,2.648,OK,C
2026-01-03T08:46:32,SENSOR-018,"122,5",46.147,NORMAL,Linea C
2025-12-30 19:52:31,SENSOR-009,29.79,0.274,0,A
2026-01-14T04:24:39,SENSOR-049,65.98,4.482,1,línea A
2026-01-21T08:35:06,SENSOR-027,34.78,3.555,0,C
2026-01-26T05:10:18,SENSOR-014,27.45,4.462,NORMAL,b
23/01/2026 14:39,SENSOR-045,35.96,3.266,OK,Linea B
07/01/2026 11:55,SENSOR-045,55.71,2.829,NORMAL,Linea B
24/01/2026 08:59,SENSOR-017,39.23,0.177,OK,C
2026-01-12T10:40:48,SENSOR-038,154.85,2.698,NORMAL,Linea B
2026-01-06 21:56:12,SENSOR-045,30.67,4.097,0,línea B
2026-01-27T20:32:28,SENSOR-028,51.27,7.884,0,línea A
2026-01-01T04:44:45,SENSOR-007,76.78,2.459,NORMAL,línea B
11/01/2026 17:07,SENSOR-046,75.96,18.071,ok,a
2026-01-14T18:18:49,SENSOR-044,60.11,0.0,OK,B
2026-01-06T19:31:13,SENSOR-036,41.95,1.52,ok,b
04/01/2026 06:40,SENSOR-031,62.64,0.699,OK,C
2026-01-26 15:50:58,SENSOR-019,29.29,1.909,ok,B
2025-12-31 11:17:22,SENSOR-001,43.49,30.699,0,línea B
26/01/2026 14:14,SENSOR-044,,3.17,OK,C
10/01/2026 15:07,SENSOR-036,"190,89",4.04,NORMAL,línea A
2026-01-22 03:50:04,SENSOR-039,198.77,4.673,OK,línea B
01/01/2026 18:21,SENSOR-038,49.51,0.0,0,A
2026-01-15T12:57:49,SENSOR-041,28.71,4.198,1,b
21/01/2026 06:22,SENSOR-038,50.71,1.139,0,línea C
2026-01-11T11:51:12,SENSOR-019,"54,52",0.371,FAIL,a
09/01/2026 02:55,SENSOR-021,68.92,2.037,0,a
13/01/2026 04:58,SENSOR-012,48.33,4.103,warning,C
2026-01-18 11:42:01,SENSOR-045,70.97,3.297,OK,A
2026-01-04 06:09:10,SENSOR-033,"48,7",2.665,warning,línea A
2026-01-04 18:29:55,SENSOR-005,78.34,1.112,0,Linea B
2026-01-05 15:55:09,SENSOR-013,70.62,2.913,warning,c
2025-12-30T13:01:56,SENSOR-020,71.65,2.027,ok,Linea A
2026-01-25T17:27:32,SENSOR-019,,10.096,0,A
2025-12-31 15:27:06,SENSOR-007,72.36,4.925,0,a
2026-01-26T05:19:52,SENSOR-048,28.95,2.733,OK,b
2025-12-29T18:31:48,SENSOR-002,25.19,0.733,FAIL,A
2026-01-18 02:32:55,SENSOR-037,36.89,2.072,0,a
14/01/2026 20:13,SENSOR-044,,3.207,ok,c
30/12/2025 15:50,SENSOR-044,60.38,1.194,NORMAL,A
26/01/2026 15:50,SENSOR-022,58.76,0.868,0,línea B
2026-01-20T07:56:43,SENSOR-038,79.34,11.689,ok,Linea B
24/01/2026 18:56,SENSOR-016,29.17,33.676,NORMAL,a
2026-01-11T11:33:10,SENSOR-007,63.17,8.219,NORMAL,línea A
07/01/2026 03:37,SENSOR-033,23.32,0.202,fail,A
2026-01-04T00:27:35,SENSOR-026,60.89,1.777,0,b
2026-01-01T19:05:58,SENSOR-050,66.38,0.197,ERROR,línea C
2026-01-02T11:42:22,SENSOR-011,46.41,2.635,WARN,B
2026-01-18 13:00:32,SENSOR-026,36.56,3.203,0,Linea A
2026-01-23T02:13:07,SENSOR-012,59.29,3.344,Alerta,línea B
04/01/2026 19:16,SENSOR-022,"34,38",4.493,ok,Linea C
30/12/2025 04:58,SENSOR-050,36.91,4.489,NORMAL,Linea B
09/01/2026 06:37,SENSOR-047,"30,16",0.847,WARN,C
03/01/2026 00:35,SENSOR-014,40.87,3.562,NORMAL,Linea B
05/01/2026 04:21,SENSOR-015,51.51,0.677,OK,Linea B
05/01/2026 02:24,SENSOR-015,59.39,0.122,ok,línea B
18/01/2026 07:08,SENSOR-013,50.05,4.287,0,b
11/01/2026 10:59,SENSOR-045,21.92,4.675,NORMAL,c
2026-01-15T06:09:28,SENSOR-044,58.81,1.105,ok,C
2026-01-10T03:15:15,SENSOR-046,-3.15,0.285,OK,A
2026-01-27 22:38:04,SENSOR-038,69.72,3.663,NORMAL,a
13/01/2026 08:19,SENSOR-030,37.47,1.915,0,B
2025-12-30 17:02:35,SENSOR-030,"35,44",0.911,0,A
2026-01-06T16:01:25,SENSOR-030,66.22,5.224,OK,B
02/01/2026 14:48,SENSOR-008,76.27,0.818,1,Linea A
20/01/2026 08:59,SENSOR-010,71.46,42.782,OK,línea A
2026-01-25 19:04:00,SENSOR-046,45.88,0.0,0,línea C
2026-01-02 05:16:47,SENSOR-034,36.21,42.372,NORMAL,Linea C
2026-01-12 05:32:00,SENSOR-009,54.83,3.027,warning,Linea C
2026-01-24T06:28:25,SENSOR-001,47.11,28.088,OK,C
14/01/2026 23:58,SENSOR-030,43.12,2.489,WARN,Linea B
2025-12-29T22:51:09,SENSOR-037,40.45,4.522,ERROR,c
2026-01-14T00:55:10,SENSOR-024,28.64,4.66,WARN,línea A
2026-01-07 01:59:47,SENSOR-046,49.56,1.782,NORMAL,línea C
04/01/2026 19:49,SENSOR-010,67.03,4.192,OK,b
2026-01-26T12:22:22,SENSOR-014,"40,26",1.732,OK,a
01/01/2026 14:39,SENSOR-016,80.25,2.415,NORMAL,Linea A
23/01/2026 07:23,SENSOR-038,60.67,4.074,FAIL,c
2026-01-21T00:47:31,SENSOR-025,37.78,0.629,OK,línea B
2026-01-16T04:40:27,SENSOR-021,,3.019,OK,Linea B
2026-01-08 04:27:38,SENSOR-012,,4.846,2,B
2025-12-31 21:27:11,SENSOR-049,70.15,4.6,WARN,C
2026-01-18 11:29:17,SENSOR-031,"58,06",3.025,0,línea B
27/01/2026 05:14,SENSOR-036,68.15,0.896,NORMAL,Linea A
2026-01-03 19:17:42,SENSOR-004,57.85,2.73,0,B
2026-01-02 05:15:02,SENSOR-040,33.87,4.45,fail,b
2026-01-12T16:07:35,SENSOR-005,38.3,2.385,ok,a
2026-01-23T23:23:07,SENSOR-047,57.27,1.137,NORMAL,A
2025-12-29T13:38:07,SENSOR-011,58.45,2.856,1,línea B
2026-01-22T02:28:06,SENSOR-018,"59,43",4.102,ok,B
2026-01-01 00:42:56,SENSOR-045,68.0,1.53,OK,A
2025-12-30T09:06:28,SENSOR-005,"36,27",0.809,0,línea B
02/01/2026 19:43,SENSOR-031,53.26,4.872,NORMAL,línea C
12/01/2026 04:03,SENSOR-045,35.31,3.006,fail,c
26/01/2026 12:26,SENSOR-049,62.16,0.0,NORMAL,C
2026-01-18 05:54:54,SENSOR-012,42.15,4.279,ok,c
2025-12-31 05:14:19,SENSOR-049,34.62,0.798,0,A
02/01/2026 23:53,SENSOR-039,"58,05",2.715,0,A
2026-01-12T06:15:09,SENSOR-046,51.83,0.152,OK,Linea A
2026-01-01T03:35:54,SENSOR-015,52.88,2.495,0,Linea A
2026-01-18T11:14:12,SENSOR-008,57.33,2.429,NORMAL,Linea C
09/01/2026 04:40,SENSOR-031,75.74,2.499,ok,a
2026-01-27 02:15:01,SENSOR-050,27.3,4.562,0,Linea C
2026-01-23T00:50:33,SENSOR-009,"53,33",4.029,OK,Linea A
2026-01-22 21:58:53,SENSOR-002,61.89,1.43,OK,Linea B
05/01/2026 11:54,SENSOR-020,63.34,0.0,1,A
2026-01-11T08:57:41,SENSOR-028,"44,69",11.207,0,línea A
2026-01-18 14:14:00,SENSOR-022,63.71,1.914,ok,línea C
2026-01-01T02:44:42,SENSOR-006,"77,69",3.798,ok,B
29/12/2025 16:37,SENSOR-036,29.42,16.233,OK,C
2026-01-08T06:00:23,SENSOR-020,66.74,3.567,0,línea A
2026-01-10 10:26:14,SENSOR-025,38.79,30.956,0,c
22/01/2026 00:57,SENSOR-020,31.49,4.031,warning,línea C
2026-01-22T20:45:28,SENSOR-041,61.65,0.201,0,Linea C
31/12/2025 04:23,SENSOR-021,32.8,0.663,ok,línea C
2025-12-31 08:31:20,SENSOR-004,33.49,3.744,0,a
26/01/2026 04:23,SENSOR-023,31.54,3.154,NORMAL,Linea A
07/01/2026 01:52,SENSOR-048,"26,4",0.114,ok,Linea C
02/01/2026 04:43,SENSOR-037,37.84,1.456,ok,Linea C
2026-01-22 04:54:50,SENSOR-037,5.74,2.5,OK,línea A
2026-01-21T23:16:58,SENSOR-045,87.46,48.252,WARN,C
2026-01-16T13:10:15,SENSOR-029,,3.163,OK,línea A
2026-01-21 10:45:04,SENSOR-025,72.97,1.43,OK,B
2026-01-24 05:05:07,SENSOR-012,,30.338,OK,B
2026-01-24T00:06:57,SENSOR-012,69.24,3.308,0,C
2026-01-06 07:27:26,SENSOR-001,"51,14",3.922,0,Linea A
11/01/2026 01:06,SENSOR-040,66.84,4.45,warning,c
2026-01-27 23:09:31,SENSOR-014,67.5,4.512,2,A
2026-01-09T10:43:04,SENSOR-017,"54,53",0.798,ok,línea C
2026-01-17 04:36:31,SENSOR-044,56.41,1.065,WARN,línea C
2026-01-23T19:56:26,SENSOR-049,73.76,2.925,0,Linea C
